Om,n,beta,H0,log_posterior
0.2856084933439398,0.5650602879642792,0.9943185349521267,66.01293554952852,-16.61674490982012
0.3037699155942181,0.28241998948541214,0.5921358255111826,67.73098121002246,-14.977712336961154
0.31774296821322595,0.1363029305261562,0.6777842772213287,68.7713029453381,-15.936266765152977
0.30982680330557066,0.29577318846451944,0.7609249286237753,67.76891701912508,-14.991618683803805
0.267403428954539,0.18294214410891696,0.26455437001326143,69.3411628088467,-16.286456790988932
0.2809696020939896,0.1296668807972039,0.03388654171239592,68.16963207259889,-14.142176984892648
0.272051992139039,0.4876442706263832,0.44746391442508515,66.07867417018383,-16.94819947893979
0.2881725732979134,0.33744283349022863,0.48636730145153756,67.5637345848401,-14.925397448138932
0.29268724118013156,0.16733061222715281,0.6826685033227723,69.7614645504366,-15.786605340932756
0.2994498826897197,0.3061996734301505,0.6955334579934782,67.99991958649143,-14.623619281279716
0.3051785984852515,0.32881885255154447,0.9920150112613724,68.27455174282238,-15.421906403754706
0.3147575827370191,0.024361300447554107,0.26058546369694935,69.15698406645927,-15.639696378312667
0.2717736788885561,0.43379625867492366,0.5314125536449248,67.1230606452414,-16.294825255862925
0.2837458682285913,0.1695658328513177,0.7639552165179151,69.96008412113295,-15.944074763338934
0.243979723389115,0.5324743737907942,0.23590173402608594,64.9900824119577,-20.163703585369692
0.2750864794585044,0.2129512916962259,0.12187531047912867,67.93430061223904,-14.63445043540591
0.32119845094144645,0.007795311212591996,0.15831432769885623,68.93043838115929,-15.852368768911086
0.2924371632702786,0.23073298601394218,0.22121709173761936,67.81225088787096,-14.676477703241787
0.2927211328349466,0.507198165379241,0.7887085070634511,66.01267347629995,-16.865700508030073
0.310265112814064,0.03802942043946589,0.49556576496485083,69.82244553936181,-15.536625942636194
0.23329398279327399,0.43119646181696103,0.06158539147835676,65.69377116459461,-20.247341594588963
0.2542690956514867,0.2222960772050087,0.001994225380403891,67.42949495115954,-14.773046642232991
0.3043438660440476,0.0152621876495657,0.23607027716597975,69.88803318404914,-15.324425843665367
0.2546737797851729,0.21323265181441828,0.421310401133598,69.62102641988312,-18.49678848251492
0.2876275273543705,0.24851821525729317,0.222742698639029,67.54218774983076,-14.745589239112467
0.3152734478083975,0.014580298987773417,0.45694486663971196,70.19238269667959,-16.97613811354851
0.3013533948988571,0.24639651303374893,0.939840569734266,68.37487071661253,-16.446206178826156
0.2885695745930467,0.4563500810259205,0.8368402881281525,67.35977407337553,-16.969175469306087
0.279700933448801,0.1365566141909071,0.17451090964421856,69.15107576778661,-14.98120099524249
0.30963494515369244,0.21371227989877967,0.8185348184219166,69.01214383343846,-15.542538334539799
0.27566384538755023,0.42429922554318755,0.5659558750565312,67.132248657992,-15.790720452301263
0.303099015626278,0.2032277255690814,0.38781831033970704,67.98423463342743,-15.295669199244804
0.2883177450546682,0.16729296248487233,0.7014291709404399,69.75602273122112,-15.475646246008003
0.3154572862558157,0.10118612070219768,0.7892986320591978,69.97598164886196,-17.45267376198285
0.2999778937607064,0.19019778509174065,0.8015620364897188,69.66344792587402,-16.776359793478818
0.2963069227402424,0.02976028649177001,0.24259403410063485,69.70019661237556,-15.040419639876129
0.3082719361020538,0.19467940030559502,0.6490047434619981,68.6792042739598,-14.77404537671473
0.29629859297456546,0.31957942576191123,0.3829987303093264,67.14671321615282,-15.043988738917813
0.2717418304625663,0.378392853873169,0.3918470123359892,66.8851553065371,-16.66267983877171
0.26401243067753416,0.17403999414699833,0.03750333406295131,68.33573419933823,-14.863147412527082
0.30249585606720175,0.057600636128231075,0.027531842430017384,68.31750567609001,-14.85914645960065
0.2997756840702643,0.22232730923879776,0.23331190119838205,67.85079939559752,-15.044073324350322
0.28635934811753405,0.4095898757400373,0.41463220214665686,66.29596129147691,-16.60062637657019
0.3294189589825313,0.07653527969095954,0.4162030881221395,68.73103899532727,-16.403010022732566
0.2417854485400366,0.37498779294403867,0.020271429233151117,65.81803405251618,-18.643844499462677
0.26480095829781,0.19925826747343103,0.024862905189823092,67.55905006590389,-14.610038110670724
0.2934484012959869,0.12363972873009545,0.183801068211974,68.72016750752887,-14.294373459744765
0.30002775297215545,0.40444960759228266,0.709382260747502,66.71731350137722,-16.092419982469465
0.29192442856456524,0.036230451296543564,0.05403867890367031,69.07435818380054,-14.236726226699174
0.31884033808000956,0.14152240956636125,0.19313632294167393,67.69864894645876,-15.731655077956502
0.26830333278868507,0.5411156100795655,0.8878416997881269,66.49697274749829,-16.67856987323761
0.27168725179002523,0.24342485257908297,0.39251225470665385,69.22463260085271,-18.005233709871778
0.2771112027926041,0.01865092805314536,0.21020494817345095,70.82004863610301,-16.839451055303797
0.30546930059065036,0.39903778248193217,0.898545071496211,67.14906273928088,-15.134730244007146
0.31866533377388906,0.08319458838289423,0.40942339248058374,68.77181700251477,-16.016074127169855
0.2955016934678087,0.33029087821465675,0.9236567562478816,68.40684944882297,-15.26579552351405
0.29516364923737964,0.19464411295952033,0.9019407804130231,69.52138845294864,-15.160485009945072
0.2933224032632487,0.1362553871052187,0.6376528832974984,69.6471216964975,-15.214072863928266
0.2862749741581277,0.17745261486553504,0.2544025541740403,68.8709421849111,-15.161976536900337
0.27338103609244924,0.12293353896665137,0.6325315152466211,70.24574005722722,-17.589477597786033
0.3134088069714929,0.03272122792750651,0.8630138951440544,70.6156985826493,-17.495876685778924
0.29945126766041574,0.20061815894602897,0.25452716451757906,67.75486245930328,-15.004193550921196
