z,E,H_km_s_Mpc,Omega_m,Omega_Lambda,Omega_r,Qtilde,w_eff,q,D_L_Mpc
0.0001671282908064028,1.0000752415817018,70.00526691071913,0.30010258082465496,0.6999578478187747,9.006018126957837e-05,-0.09545386146046261,-0.8636393888592979,-0.549733768436468,0.7158612819187954
0.0001678109166204896,1.0000755489168933,70.00528842418254,0.30010299986506733,0.6999580432492196,9.006042713835672e-05,-0.09545395134512036,-0.8636393404321882,-0.5497334162235165,0.7187855559564826
0.00016849633058013677,1.0000758575075033,70.00531002552523,0.3001034206174769,0.6999582394778793,9.006067401187833e-05,-0.09545404159694891,-0.8636392918073164,-0.5497330625719284,0.7217217771334243
0.00016918454407336358,1.000076167358661,70.00533171510627,0.3001038430888797,0.6999584365080141,9.006092189425123e-05,-0.09545413221744835,-0.8636392429838753,-0.5497327074758285,0.7246699942724869
0.00016987556853470228,1.0000764784755154,70.00535349328608,0.30010426728630074,0.6999586343428975,9.006117078960009e-05,-0.0954542232081248,-0.8636391939610542,-0.5497323509293155,0.727630256396157
0.0001705694154453895,1.0000767908632375,70.00537536042663,0.30010469321679356,0.6999588329858163,9.006142070206673e-05,-0.09545431457049058,-0.8636391447380387,-0.5497319929264652,0.7306026127273636
0.00017126609633355558,1.0000771045270196,70.00539731689138,0.3001051208874405,0.6999590324400708,9.006167163580955e-05,-0.09545440630606424,-0.8636390953140117,-0.5497316334613294,0.7335871126902926
0.00017196562277441762,1.000077419472074,70.00541936304518,0.300105550305353,0.6999592327089749,9.00619235950043e-05,-0.09545449841637038,-0.8636390456881525,-0.5497312725279344,0.7365838059112171
0.00017266800639047044,1.0000777357036357,70.0054414992545,0.30010598147767154,0.6999594337958557,9.006217658384376e-05,-0.09545459090294003,-0.8636389958596369,-0.5497309101202833,0.7395927422193189
0.00017337325885168027,1.0000780532269602,70.00546372588721,0.30010641441156566,0.6999596357040543,9.006243060653764e-05,-0.09545468376731035,-0.8636389458276376,-0.5497305462323543,0.7426139716475207
0.00017408139187567918,1.0000783720473243,70.0054860433127,0.30010684911423435,0.6999598384369247,9.006268566731318e-05,-0.0954547770110247,-0.8636388955913237,-0.5497301808581001,0.7456475444333239
